reviews,category
rude staff and terrible customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
the worst airline ever!,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
very rude and not helpful,['Staff Behaviour']
worst customer service ever,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
worst customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
so much entertainment and energy,"['Inflight Entertainment', 'In-flight Experience']"
it was the worst experience,"['Brand Reputation', 'In-flight Experience']"
changed their flight significantly,['Ticket Booking & Pricing']
not heard anything about refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
improve the quality of their airplanes,"['Cabin Environment', 'Aircraft Maintenance']"
unreliable and unaccountable airline,"['Cabin Environment', 'Boarding Process']"
the worst flight ever,['Brand Reputation']
avoid alliance airlines,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
please choose another airline,"['Cabin Environment', 'Boarding Process']"
customer service was poor,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
majority of seats are vacant,['Seat Comfort']
i would avoid this airline at all costs,"['Value for Money', 'Cabin Environment', 'Brand Reputation', 'Boarding Process']"
air hostesses were rude and busy in their own gossiping,"['Staff Behaviour', 'Cabin Environment']"
the seats were small,['Seat Comfort']
experience unpleasant journey,['In-flight Experience']
ground and onboard service was fine,"['Staff Behaviour', 'In-flight Experience']"
the boarding process was seamless,['Boarding Process']
seats are very small,['Seat Comfort']
customer service extremely poor,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
i didn't get any response,['Customer Service']
changed flights last minute,['Ticket Booking & Pricing']
change my flights 5 times,['Ticket Booking & Pricing']
experience with amaszonas was good,['In-flight Experience']
delayed over 5 hours,['Punctuality']
crew was pleasant and professional,"['Staff Behaviour', 'In-flight Experience']"
no customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
forced us to give up the luggage,['Baggage Policies']
"delays, maintenance, forced rebooking","['Punctuality', 'Hygiene', 'Ticket Booking & Pricing', 'Flight Cancellation', 'Aircraft Maintenance']"
a delightful experience,['In-flight Experience']
reliable and professional service,"['Staff Behaviour', 'In-flight Experience']"
"reliable, safe, and comfortable","['Seat Comfort', 'In-flight Experience']"
another fantastic experience,['In-flight Experience']
"no compensation, terrible service","['Staff Behaviour', 'Compensation & Refund', 'Brand Reputation', 'In-flight Experience']"
a fantastic experience,['In-flight Experience']
flight crew attentive and professional,"['Staff Behaviour', 'In-flight Experience']"
found that some seats were empty,['Seat Comfort']
the staff are amazing,['Staff Behaviour']
it was a good experience,['In-flight Experience']
service and comfort is correct,"['Seat Comfort', 'Staff Behaviour', 'In-flight Experience']"
rude and disrespectful staff,['Staff Behaviour']
worst airline experience,"['Cabin Environment', 'Brand Reputation', 'Boarding Process', 'In-flight Experience']"
a greedy company to be avoided,['Brand Reputation']
wasn’t a good experience,['In-flight Experience']
unpleasant cabin crew,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
i would avoid like the plague,['Brand Reputation']
customer care service is terrible,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
chaotic and unhelpful airline,"['Staff Behaviour', 'Cabin Environment', 'Boarding Process']"
avoid at all costs,"['Value for Money', 'Brand Reputation']"
this airline is a mess,"['Cabin Environment', 'Boarding Process']"
worst airline i have ever used,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
asked for refunds 3 times now,"['Ticket Booking & Pricing', 'Compensation & Refund']"
worst airline i have used,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
do not fly with this airline,"['Cabin Environment', 'Boarding Process']"
cancelled and shuttled overnight to a hotel,['Cabin Environment']
$600 to change a name,['Ticket Booking & Pricing']
very friendly and helpful staff,['Staff Behaviour']
terrible service delivery,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
not changed for better regarding refunds,"['Ticket Booking & Pricing', 'Compensation & Refund']"
inefficient and best avoided,['Brand Reputation']
the worst business class in africa,['Brand Reputation']
avoid at all cost,"['Value for Money', 'Brand Reputation']"
worst airline in the world,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
a disgrace of a company,['Brand Reputation']
i prefer to fly any other airline,"['Cabin Environment', 'Boarding Process']"
change our flight twice same day,['Ticket Booking & Pricing']
terrible airline. unreliable,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
worst ever flying experience,"['Brand Reputation', 'In-flight Experience']"
worst and non-reliable airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
this is the worst airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
avoid this airline if possible,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
flights were rescheduled twice,"['Punctuality', 'Flight Cancellation']"
an above average airline,"['Cabin Environment', 'Boarding Process', 'Miscellaneous']"
not too bad for comfort,"['Seat Comfort', 'In-flight Experience']"
very bad entertainment system,"['Inflight Entertainment', 'In-flight Experience']"
service is world class,"['Staff Behaviour', 'In-flight Experience']"
flight attendants good service,"['Staff Behaviour', 'In-flight Experience']"
do not recommend this airline,"['Cabin Environment', 'Boarding Process']"
the flight was so hot,['Cabin Environment']
amazing service on this airline,"['Staff Behaviour', 'Cabin Environment', 'Boarding Process', 'In-flight Experience']"
unprofessional and totally clueless,['Staff Behaviour']
the worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
their service is outrageous,"['Staff Behaviour', 'In-flight Experience']"
food served was utterly inedible,"['Food & Beverages', 'In-flight Experience']"
very terrible experience,"['Brand Reputation', 'In-flight Experience']"
my bag was damaged,['Baggage Policies']
no luggage was found ,['Baggage Policies']
never use this airline again,"['Cabin Environment', 'Boarding Process']"
one of the better airlines,"['Cabin Environment', 'Boarding Process']"
seat was very comfortable,"['Seat Comfort', 'In-flight Experience']"
"comfortable seats, clean aircraft","['Seat Comfort', 'Hygiene', 'Cabin Environment', 'Aircraft Maintenance', 'In-flight Experience']"
service was nothing above mediocre,"['Staff Behaviour', 'In-flight Experience']"
meals were more than basic,['Food & Beverages']
experience was entirely positive,['In-flight Experience']
unreliable airline,"['Cabin Environment', 'Boarding Process']"
the flight was delayed,['Punctuality']
check-in was efficient,['Boarding Process']
"staff are rude, unprofessional",['Staff Behaviour']
reliability at this airline has plummeted,"['Cabin Environment', 'Boarding Process']"
this airline refuses a refund,"['Cabin Environment', 'Ticket Booking & Pricing', 'Compensation & Refund', 'Boarding Process']"
disappointed in this service is an understatement,"['Staff Behaviour', 'In-flight Experience']"
recommend this airline,"['Cabin Environment', 'Boarding Process']"
service was impeccable,"['Staff Behaviour', 'In-flight Experience']"
changed my flights 3 times,['Ticket Booking & Pricing']
refused to send any compensation,['Compensation & Refund']
swedish crew very professional,"['Staff Behaviour', 'In-flight Experience']"
customer service is horrible,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
image of your typical discount airline,"['Cabin Environment', 'Boarding Process']"
"unprofessional, unhelpful and disrespectful",['Staff Behaviour']
just the worst service,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
service is mediocre,"['Staff Behaviour', 'In-flight Experience']"
worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
never heard of a refund expiring,"['Ticket Booking & Pricing', 'Compensation & Refund']"
absolute worst experience,"['Brand Reputation', 'In-flight Experience']"
terrible service all with a cost,"['Staff Behaviour', 'Value for Money', 'Brand Reputation', 'In-flight Experience']"
horrible customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
rude and uncaring about my situation,['Staff Behaviour']
"definitely, never again",['Brand Reputation']
very low value for money,['Value for Money']
most stressful experience,['In-flight Experience']
rejected to check-in,['Boarding Process']
staff were incompetent,['Staff Behaviour']
crew was extremely kind,"['Staff Behaviour', 'In-flight Experience']"
price was extremely high,"['Value for Money', 'Ticket Booking & Pricing']"
food was nothing special,"['Food & Beverages', 'In-flight Experience', 'Miscellaneous']"
such a horrible experience,"['Brand Reputation', 'In-flight Experience']"
beware of this airline,"['Cabin Environment', 'Boarding Process']"
crew were really friendly,"['Staff Behaviour', 'In-flight Experience']"
been a very bad experience,['In-flight Experience']
terrible customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
never ever agin with this airline,"['Cabin Environment', 'Boarding Process']"
dissatisfied with the customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
worst flight i have ever been on,['Brand Reputation']
worst experience ever,"['Brand Reputation', 'In-flight Experience']"
terrible customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
not recommend flying with this horrible company,['Brand Reputation']
worst airline and experience,"['Cabin Environment', 'Brand Reputation', 'Boarding Process', 'In-flight Experience']"
airplanes are very old,"['Cabin Environment', 'Aircraft Maintenance']"
terrible experience,"['Brand Reputation', 'In-flight Experience']"
cannot recommend this airline,"['Cabin Environment', 'Boarding Process']"
lost my suitcase,['Baggage Policies']
disappointed with ground staff,['Staff Behaviour']
cabin was too warm,['Cabin Environment']
expected us to wait in baku airport for 2 days,['Cabin Environment']
refusing to do a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
