reviews,category
crew were welcoming,"['Staff Behaviour', 'In-flight Experience']"
furious and disappointed,['Miscellaneous']
amazing service and support,"['Staff Behaviour', 'Customer Service', 'Accessibility Needs', 'In-flight Experience']"
waste of time and money,['Miscellaneous']
thumbs up to boarding crew,"['Staff Behaviour', 'Boarding Process', 'In-flight Experience']"
services were good,"['Staff Behaviour', 'In-flight Experience']"
thank entire staff of air asia,"['Staff Behaviour', 'Cabin Environment']"
impressed with her fluency,['Miscellaneous']
completely unacceptable behaviour,['Miscellaneous']
hospitality and customer delight,['Staff Behaviour']
give my luggage bag for check-in,"['Baggage Policies', 'Boarding Process']"
do not recommend airasia,['Cabin Environment']
the worst customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
most unreliable airline,"['Cabin Environment', 'Boarding Process']"
lack of a way to contact customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
entire flight was smooth,['Miscellaneous']
customer service was pretty bad,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
been delayed repeatedly,['Punctuality']
never fly with this airline again,"['Cabin Environment', 'Boarding Process']"
too late to reschedule my flight,"['Punctuality', 'Flight Cancellation']"
flight is delay for 20 hours,['Punctuality']
keeps getting better,['Miscellaneous']
don't want anyone to use the lounge,['Miscellaneous']
i’m in total shock,['Miscellaneous']
still no answers and no refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
refunds have not been received,"['Ticket Booking & Pricing', 'Compensation & Refund']"
told my visa for taiwan cannot be used,['Aircraft Maintenance']
thank you airasia,['Cabin Environment']
"no compensation, nothing",['Compensation & Refund']
my checked bag was not off loaded,['Miscellaneous']
happy with the service,"['Staff Behaviour', 'In-flight Experience']"
passenger comfort was basic,"['Seat Comfort', 'In-flight Experience']"
can have very cheap flights,['Value for Money']
a short but good airasia zest trip,['Cabin Environment']
charged for every additional kilo you had,['Miscellaneous']
the worst service is in riga airport,"['Staff Behaviour', 'Cabin Environment', 'Brand Reputation', 'In-flight Experience']"
big issue is their customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
shame on you airbaltic,"['Cabin Environment', 'Brand Reputation']"
experience on board was pretty nice,['In-flight Experience']
ticket prices are not high,"['Value for Money', 'Ticket Booking & Pricing']"
meal arrived completely cold,"['Food & Beverages', 'Cabin Environment', 'Aircraft Maintenance']"
overall was a lovely experience,['In-flight Experience']
denied our rightful claim,['Compensation & Refund']
unwilling to negotiate compensation,['Compensation & Refund']
their response was too rude,"['Staff Behaviour', 'Customer Service']"
completely unacceptable,['Miscellaneous']
great experience,['In-flight Experience']
cabin crew is helpful,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
flight with airblue was good,['Cabin Environment']
steer clear of airblue,['Cabin Environment']
avoid them like the plague,['Brand Reputation']
very bad experience,['In-flight Experience']
didn't allow the same bag with hand carry,['Miscellaneous']
one of the worst experience,"['Brand Reputation', 'In-flight Experience']"
messing around with passenger's itineraries,['Miscellaneous']
a shame of airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
excellent onboard service,"['Staff Behaviour', 'In-flight Experience']"
they're proving to be unreliable,['Miscellaneous']
service throughout exceptional,"['Staff Behaviour', 'In-flight Experience']"
absolute rubbish service,"['Staff Behaviour', 'In-flight Experience']"
surprisingly very good,['Miscellaneous']
an appreciable flight,['Miscellaneous']
beware buying a fully refundable ticket,"['Ticket Booking & Pricing', 'Compensation & Refund']"
provided a good service,"['Staff Behaviour', 'In-flight Experience']"
doesn't answer any emails,['Miscellaneous']
excellent customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
cabin crew was really professional,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
r4000 for 2 bags to be checked in,['Miscellaneous']
impressive and enjoyable journey,['Miscellaneous']
awesome customer experience,['In-flight Experience']
airlink do so much right,['Cabin Environment']
two of our luggage’s were over 20kg,['Baggage Policies']
super impressed with this airline,"['Cabin Environment', 'Boarding Process']"
pick airlink at your own risk,"['Cabin Environment', 'Security Concerns']"
"nice flight, on time",['Punctuality']
cannot recommend this airline,"['Cabin Environment', 'Boarding Process']"
cabin crew was attentive and welcoming,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
horrible customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
a lack of customer care,['Miscellaneous']
horrible customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
these guys are terrible,['Brand Reputation']
cannot provide a consistently reliable service,"['Staff Behaviour', 'In-flight Experience']"
had the worst experience with air north,"['Cabin Environment', 'Brand Reputation', 'In-flight Experience']"
i am so impressed with air north,['Cabin Environment']
disgusting service,"['Staff Behaviour', 'In-flight Experience']"
unreliable and unprofessional service,"['Staff Behaviour', 'In-flight Experience']"
thank you for the great service,"['Staff Behaviour', 'In-flight Experience']"
hot and humid the whole flight,['Cabin Environment']
flight delayed was 3 hours,['Punctuality']
flight experience went well,['In-flight Experience']
been a real disaster,['Miscellaneous']
airswift does not refund anything,"['Cabin Environment', 'Ticket Booking & Pricing', 'Compensation & Refund']"
unreliable and unprofessional,['Staff Behaviour']
gave no reason for cancellation,"['Ticket Booking & Pricing', 'Flight Cancellation']"
cancelled the flight due to weather,['Miscellaneous']
choose any other airline than airswift,"['Cabin Environment', 'Boarding Process']"
good service in flight,"['Staff Behaviour', 'In-flight Experience']"
this company is a total chaos,['Miscellaneous']
put me and my wife in two separate seats,['Seat Comfort']
would not recommend it,['Miscellaneous']
irresponsible airline,"['Cabin Environment', 'Boarding Process']"
worst catering i have had in 27 years,"['Food & Beverages', 'Brand Reputation']"
i lost my money,['Baggage Policies']
my experience was very smooth,['In-flight Experience']
way they handle passengers luggage,['Baggage Policies']
i do not recommend akasa air,['Cabin Environment']
warmth and professionalism,['Miscellaneous']
good airline to fly with,"['Cabin Environment', 'Boarding Process']"
staff was very rude,['Staff Behaviour']
akasa helped us,['Miscellaneous']
really appreciated the efforts!,['Miscellaneous']
still money isn't refunded,"['Ticket Booking & Pricing', 'Compensation & Refund']"
unprofessional ground staff,['Staff Behaviour']
disappointment and frustration,['Miscellaneous']
had a fabulous experience,['In-flight Experience']
offers food for advance purchase,"['Food & Beverages', 'In-flight Experience']"
customer service is among the worst,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
experience was incredibly disappointing,['In-flight Experience']
the staff were all unfriendly,['Staff Behaviour']
luggage was lost/delayed,"['Punctuality', 'Baggage Policies']"
the worst experience,"['Brand Reputation', 'In-flight Experience']"
crews are unhelpful,"['Staff Behaviour', 'In-flight Experience']"
worst experience ever,"['Brand Reputation', 'In-flight Experience']"
never fly this airline again,"['Cabin Environment', 'Boarding Process']"
"the plane was dirty, very dirty","['Hygiene', 'Aircraft Maintenance']"
this is truly unbelievable!,['Miscellaneous']
this happens only with alitalia!,['Miscellaneous']
horrible example to set as a company,['Brand Reputation']
no service at all,"['Staff Behaviour', 'In-flight Experience']"
"they are chaotic, rude",['Staff Behaviour']
worst customer service ever,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
rude staff and terrible customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
the worst airline ever!,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
very rude and not helpful,['Staff Behaviour']
worst customer service ever,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
worst customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
so much entertainment and energy,"['Inflight Entertainment', 'In-flight Experience']"
one unhappy customer,['Miscellaneous']
it was the worst experience,"['Brand Reputation', 'In-flight Experience']"
next available flight is 2 days away,['Miscellaneous']
frustrating and disappointing,['Miscellaneous']
both trips were extremely frustrating,['Miscellaneous']
the classic nickel and dime,['Miscellaneous']
changed their flight significantly,['Ticket Booking & Pricing']
cancels flights frequently,['Miscellaneous']
not heard anything about refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
improve the quality of their airplanes,"['Cabin Environment', 'Aircraft Maintenance']"
unreliable and unaccountable airline,"['Cabin Environment', 'Boarding Process']"
happily fly with them again,['Miscellaneous']
unexpectedly cancelled the flight,['Miscellaneous']
bad history of cancelling,['Miscellaneous']
disaster from start to finish,['Miscellaneous']
the worst flight ever,['Brand Reputation']
cancelled just like that,['Miscellaneous']
avoid alliance airlines,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
please choose another airline,"['Cabin Environment', 'Boarding Process']"
customer service was poor,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
i could not fault alliance,['Miscellaneous']
majority of seats are vacant,['Seat Comfort']
i would avoid this airline at all costs,"['Value for Money', 'Cabin Environment', 'Brand Reputation', 'Boarding Process']"
don’t waste your time and money on this flight,['Miscellaneous']
air hostesses were rude and busy in their own gossiping,"['Staff Behaviour', 'Cabin Environment']"
the seats were small,['Seat Comfort']
seem to be doing acceptable job,['Miscellaneous']
